Customer_ID,Churn_Label,Age,Gender,Location_Region,Marital_Status,Annual_Income,Membership_Tier,Join_Date,Last_Login_Date,Total_Spend_Lifetime,Items_In_Cart,Avg_Session_Duration_Min,Customer_Support_Calls,Preferred_Device,Payment_Method,Marketing_Opt_In,Last_Feedback_Text,Discount_Code_Used
CUST_00439,0,51,Male,East,Unknown,57351.39,Bronze,2021-05-03,2023-02-09,393.64,18,11.7,1,Desktop,Credit Card,False,Okay.,WELCOME50
CUST_00440,0,44,Female,West,Unknown,48465.64,Silver,2021-05-29,2023-06-01,222.44,6,13.8,1,Desktop,Credit Card,True,Okay.,WELCOME50
CUST_00441,1,58,Female,North,Unknown,49511.54,Bronze,2022-07-30,2023-02-21,1004.62,15,12.8,1,Desktop,Credit Card,False,Okay.,SAVE10
CUST_00442,0,18,Male,North,Married,61452.51,Gold,2022-05-23,2023-09-17,841.8,21,17.8,1,Mobile,Credit Card,False,Too expensive.,
CUST_00443,0,25,Female,West,Single,67690.61,Silver,2021-06-27,2023-10-04,482.22,19,17.1,1,Desktop,COD,True,Fast delivery.,
CUST_00444,1,40,Female,West,Divorced,46097.56,Silver,2020-06-10,2023-09-27,394.27,4,18.0,0,Mobile,Crypto,False,Worst experience ever.,SAVE10
CUST_00445,1,55,Female,South,Married,42902.3,Silver,2020-02-28,2023-01-20,271.3,9,21.3,0,Tablet,PayPal,False,Too expensive.,SUMMER20
CUST_00446,1,23,Female,East,Divorced,51792.6,Platinum,2022-09-10,2023-12-05,766.7,17,24.3,0,Mobile,Crypto,True,Too expensive.,WELCOME50
CUST_00447,0,39,Male,East,Unknown,75904.43,Silver,2021-06-04,2023-06-22,2512.11,10,15.6,2,Desktop,PayPal,True,Worst experience ever.,WELCOME50
CUST_00448,0,42,Male,West,Unknown,36746.67,Platinum,2020-03-23,2023-11-13,1157.42,6,20.5,3,Mobile,Credit Card,True,App crashes often.,WELCOME50
CUST_00449,0,35,Female,West,Married,72137.16,Platinum,2022-05-21,2023-03-09,1364.2,13,13.2,1,Desktop,Credit Card,True,Loved the product.,SAVE10
CUST_00450,0,34,Male,North,Single,55634.2,Bronze,2020-07-09,2023-11-02,1798.05,19,20.9,1,Mobile,COD,True,nan,WELCOME50
CUST_00451,0,29,Male,West,Unknown,30208.91,Bronze,2020-03-11,2023-07-12,433.3,17,20.3,3,Tablet,Credit Card,False,Loved the product.,SUMMER20
CUST_00452,0,23,Male,North,Divorced,48075.51,Silver,2021-09-01,2023-03-20,64.94,10,20.0,1,Desktop,COD,False,nan,SUMMER20
CUST_00453,1,43,Male,West,Divorced,64145.02,Gold,2020-03-10,2023-03-25,974.34,21,15.5,0,Desktop,COD,False,Fast delivery.,SAVE10
CUST_00454,0,44,Male,South,Married,82027.21,Silver,2021-11-22,2023-04-03,209.08,11,11.7,1,Mobile,COD,False,Worst experience ever.,SUMMER20
CUST_00455,0,25,Male,South,Divorced,35089.41,Bronze,2022-06-01,2023-12-21,841.75,17,8.0,1,Mobile,Credit Card,True,Okay.,
CUST_00456,0,36,Male,North,Single,12712.35,Silver,2020-08-28,2023-11-16,1345.19,1,14.8,1,Mobile,Credit Card,True,Okay.,
CUST_00457,0,59,Male,East,Unknown,35356.71,Bronze,2021-02-17,2023-03-26,1530.8,22,22.7,0,Mobile,Crypto,True,Fast delivery.,WELCOME50
CUST_00458,0,18,Female,South,Divorced,71956.23,Silver,2020-05-02,2023-08-13,359.31,0,13.5,1,Mobile,PayPal,False,App crashes often.,WELCOME50
CUST_00459,0,46,Female,North,Divorced,28093.87,Gold,2022-08-22,2023-01-23,718.33,22,18.9,2,Desktop,Crypto,True,Fast delivery.,
CUST_00460,0,62,Female,West,Unknown,77458.81,Silver,2022-06-30,2023-07-30,970.13,9,19.2,1,Tablet,Credit Card,True,Worst experience ever.,SUMMER20
CUST_00461,0,66,Male,West,Married,73222.13,Gold,2021-08-06,2023-07-06,1711.92,20,13.6,1,Mobile,PayPal,False,Worst experience ever.,SAVE10
CUST_00462,0,52,Male,North,Divorced,57865.54,Gold,2020-09-09,2023-12-13,1432.92,0,21.6,1,Desktop,COD,True,Great service!,WELCOME50
CUST_00463,0,57,Female,East,Married,45604.52,Silver,2021-08-15,2023-05-02,4420.79,5,0.5,1,Tablet,PayPal,True,App crashes often.,WELCOME50
CUST_00464,1,31,Female,North,Married,55828.91,Gold,2021-08-31,2023-08-16,8.12,6,8.9,3,Tablet,COD,False,Worst experience ever.,
CUST_00465,0,52,Female,North,Divorced,64166.31,Gold,2020-02-10,2023-11-09,575.35,16,10.4,1,Mobile,Credit Card,False,Worst experience ever.,
CUST_00466,0,65,Male,South,Single,61877.15,Bronze,2021-09-26,2023-05-26,295.77,8,10.9,1,Desktop,PayPal,True,App crashes often.,SAVE10
CUST_00467,1,62,Female,North,Married,81094.89,Bronze,2020-03-24,2023-08-18,127.71,6,16.7,1,Desktop,COD,False,Okay.,WELCOME50
CUST_00468,0,37,Male,North,Divorced,51098.46,Gold,2021-03-05,2023-04-30,2424.93,16,16.5,2,Desktop,Crypto,True,Too expensive.,SUMMER20
CUST_00469,1,66,Male,West,Married,35487.36,Platinum,2021-11-04,2023-10-01,6195.82,2,17.0,2,Desktop,Crypto,False,Okay.,SUMMER20
CUST_00470,0,30,Female,South,Unknown,32840.79,Silver,2021-08-20,2023-05-03,199.18,15,18.0,1,Desktop,COD,False,Too expensive.,
CUST_00471,1,55,Female,West,Single,29840.63,Gold,2021-08-01,2023-06-08,39.19,4,10.2,3,Tablet,Crypto,False,Great service!,SAVE10
CUST_00472,0,66,Male,West,Single,57944.18,Silver,2021-06-19,2023-08-29,321.66,19,8.9,2,Tablet,Crypto,False,Okay.,
CUST_00473,1,63,Male,East,Unknown,51484.47,Bronze,2020-11-19,2023-04-10,1800.97,17,17.0,2,Tablet,PayPal,True,Worst experience ever.,SAVE10
CUST_00474,0,66,Female,East,Unknown,55489.82,Silver,2022-08-15,2023-07-08,347.98,0,11.8,2,Desktop,Crypto,True,App crashes often.,SUMMER20
CUST_00475,1,25,Male,South,Married,46944.11,Gold,2020-09-24,2023-12-14,58.58,3,7.1,2,Tablet,PayPal,True,App crashes often.,SAVE10
CUST_00476,0,60,Male,South,Unknown,38347.5,Gold,2020-07-28,2023-10-20,53.92,22,19.9,1,Tablet,Credit Card,False,nan,SUMMER20
CUST_00477,0,37,Male,East,Single,64215.04,Gold,2021-11-16,2023-08-14,557.61,10,22.0,0,Mobile,Crypto,True,Too expensive.,SAVE10
CUST_00478,1,50,Female,East,Unknown,18054.04,Gold,2022-01-03,2023-08-25,2685.69,19,22.8,1,Tablet,Credit Card,False,Okay.,
CUST_00479,0,43,Male,East,Divorced,42976.07,Platinum,2020-11-17,2023-05-25,336.76,8,15.9,1,Mobile,Crypto,True,Loved the product.,SUMMER20
CUST_00480,0,56,nan,East,Divorced,66797.35,Platinum,2020-09-01,2023-07-15,557.14,7,18.1,0,Desktop,COD,False,Loved the product.,WELCOME50
CUST_00481,0,38,Female,East,Married,41487.42,Platinum,2020-09-28,2023-09-15,107.51,7,21.8,0,Desktop,COD,False,Worst experience ever.,WELCOME50
CUST_00482,0,66,nan,West,Single,60875.13,Gold,2021-02-09,2023-09-28,680.37,4,11.8,3,Desktop,Credit Card,False,Too expensive.,SUMMER20
CUST_00483,0,59,Female,South,Divorced,42996.11,Platinum,2020-05-14,2023-08-03,1192.53,11,20.6,1,Desktop,Credit Card,True,Worst experience ever.,WELCOME50
CUST_00484,0,60,Male,West,Unknown,48162.33,Silver,2021-11-18,2023-03-24,316.29,0,16.4,2,Tablet,Credit Card,True,Fast delivery.,SUMMER20
CUST_00485,1,58,Male,West,Divorced,63623.81,Gold,2021-10-22,2023-04-13,351.99,14,19.6,5,Mobile,COD,True,App crashes often.,
CUST_00486,0,26,Male,North,Divorced,35832.28,Bronze,2020-11-03,2023-11-06,1845.0,24,15.9,0,Desktop,Credit Card,True,Okay.,
CUST_00487,0,41,Male,West,Married,66179.17,Gold,2021-04-13,2023-03-12,10.42,17,21.5,1,Desktop,COD,False,Okay.,SAVE10
CUST_00488,1,54,Female,East,Unknown,55688.81,Silver,2020-11-19,2023-05-09,1011.9,5,16.1,0,Mobile,Credit Card,False,Worst experience ever.,WELCOME50
CUST_00489,1,66,Male,East,Unknown,73846.58,Platinum,2022-08-09,2023-01-27,500.68,9,7.6,0,Mobile,PayPal,False,Great service!,WELCOME50
CUST_00490,0,58,Male,North,Unknown,58122.25,Gold,2022-02-08,2023-11-25,354.36,13,22.3,0,Mobile,PayPal,False,Okay.,WELCOME50
CUST_00491,0,34,Male,North,Married,38957.7,Platinum,2022-08-16,2023-09-04,1071.76,20,10.3,1,Mobile,Crypto,True,Loved the product.,SUMMER20
CUST_00492,0,41,Female,North,Unknown,80919.92,Gold,2020-03-15,2023-07-10,1799.8,7,21.3,1,Mobile,PayPal,True,Worst experience ever.,
CUST_00493,0,38,Male,North,Unknown,40210.86,Silver,2020-01-10,2023-10-11,817.33,2,14.5,1,Tablet,Credit Card,False,Fast delivery.,WELCOME50
CUST_00494,0,68,Male,North,Divorced,51592.66,Gold,2021-04-14,2023-02-22,31.59,21,20.9,0,Mobile,PayPal,True,App crashes often.,SAVE10
CUST_00495,0,56,Male,West,Divorced,69361.13,Platinum,2021-09-28,2023-12-31,618.78,21,20.7,1,Tablet,PayPal,False,nan,WELCOME50
CUST_00496,0,58,Female,North,Unknown,26801.08,Platinum,2021-07-30,2023-09-22,621.31,18,17.2,0,Mobile,Credit Card,False,Okay.,SAVE10
CUST_00497,0,56,Female,West,Single,76595.03,Silver,2020-04-12,2023-03-05,784.82,11,17.5,1,Mobile,PayPal,False,nan,WELCOME50
CUST_00498,1,30,Male,South,Single,37736.74,Gold,2020-03-16,2023-05-26,1111.57,11,17.1,1,Desktop,Credit Card,True,Fast delivery.,WELCOME50
CUST_00499,1,28,Male,North,Unknown,48175.01,Bronze,2021-07-04,2023-02-12,19.51,14,4.9,0,Desktop,PayPal,False,nan,
CUST_00500,0,63,Male,North,Single,59332.87,Gold,2020-08-06,2023-03-24,697.18,6,15.6,2,Desktop,Credit Card,True,Worst experience ever.,SAVE10
CUST_00501,0,36,Male,West,Married,54374.41,Silver,2021-06-02,2023-05-20,887.48,3,9.4,0,Desktop,COD,False,App crashes often.,WELCOME50
CUST_00502,0,28,Female,South,Divorced,66837.64,Bronze,2020-09-28,2023-08-19,420.61,20,15.9,2,Desktop,COD,True,App crashes often.,SAVE10
CUST_00503,1,30,Female,West,Married,30987.89,Silver,2020-05-15,2023-09-20,1103.72,8,9.3,1,Desktop,Crypto,True,Too expensive.,SAVE10
CUST_00504,0,63,Male,West,Divorced,65911.77,Gold,2022-08-13,2023-03-17,259.0,21,9.1,1,Mobile,PayPal,False,Too expensive.,
CUST_00505,0,62,Female,North,Single,67108.64,Bronze,2020-12-23,2023-08-12,381.81,15,23.0,1,Mobile,Crypto,False,nan,
CUST_00506,1,18,Male,East,Single,70438.39,Silver,2022-06-21,2023-02-16,3290.25,12,20.3,1,Desktop,Credit Card,True,Great service!,SAVE10
CUST_00507,1,57,Female,East,Unknown,31155.09,Platinum,2020-03-11,2023-04-24,427.82,3,15.0,1,Desktop,COD,True,Great service!,
CUST_00508,1,61,Female,West,Single,32965.97,Bronze,2022-06-19,2023-08-19,425.41,23,15.9,0,Desktop,Credit Card,True,Okay.,WELCOME50
CUST_00509,0,36,Male,North,Single,49864.37,Bronze,2020-09-07,2023-06-28,905.55,8,13.8,1,Mobile,Crypto,False,nan,WELCOME50
CUST_00510,0,29,Female,South,Unknown,34587.61,Silver,2021-01-13,2023-01-14,3539.61,20,17.8,1,Desktop,Credit Card,False,Fast delivery.,
CUST_00511,0,25,Male,East,Unknown,27940.48,Platinum,2020-10-18,2023-08-01,4079.29,17,11.6,1,Desktop,Credit Card,True,Too expensive.,SAVE10
CUST_00512,1,25,Male,South,Divorced,49218.04,Bronze,2020-06-10,2023-01-28,866.69,14,20.0,1,Mobile,Credit Card,True,App crashes often.,WELCOME50
CUST_00513,1,62,Male,East,Single,58511.37,Silver,2021-03-24,2023-07-22,1.09,14,13.7,0,Mobile,Credit Card,True,Too expensive.,SUMMER20
CUST_00514,0,29,Male,North,Divorced,96984.69,Bronze,2022-05-03,2023-09-15,2309.17,5,12.9,3,Tablet,COD,False,nan,SAVE10
CUST_00515,0,65,Female,West,Divorced,63230.13,Bronze,2021-07-10,2023-07-11,844.52,10,15.1,1,Desktop,Credit Card,False,App crashes often.,SAVE10
CUST_00516,0,50,Female,South,Married,81284.05,Bronze,2021-12-21,2023-05-01,455.7,7,12.0,1,Mobile,Credit Card,True,Too expensive.,SUMMER20
CUST_00517,1,62,Female,South,Single,54337.73,Platinum,2020-11-05,2023-07-17,1767.23,20,16.6,2,Tablet,COD,True,App crashes often.,SUMMER20
CUST_00518,1,43,Female,West,Single,63393.49,Gold,2021-09-18,2023-02-11,510.55,16,12.3,1,Mobile,Credit Card,False,nan,SAVE10
CUST_00519,0,56,Female,South,Married,52807.93,Gold,2022-04-06,2023-07-11,34.64,23,17.3,1,Tablet,Credit Card,False,Fast delivery.,SUMMER20
CUST_00520,0,45,Male,East,Divorced,95246.85,Platinum,2021-10-31,2023-04-25,1720.77,24,21.1,0,Tablet,Crypto,True,Too expensive.,
CUST_00521,0,22,Female,West,Single,44716.14,Platinum,2021-06-25,2023-01-15,789.35,16,11.4,0,Desktop,COD,True,Loved the product.,
CUST_00522,1,25,Male,East,Divorced,46750.39,Silver,2020-01-09,2023-06-13,412.71,23,14.3,2,Desktop,PayPal,True,Loved the product.,SAVE10
CUST_00523,1,42,Female,East,Married,66948.11,Bronze,2021-11-14,2023-02-20,288.87,17,17.3,1,Tablet,Credit Card,False,App crashes often.,
CUST_00524,1,44,Female,North,Unknown,58112.09,Platinum,2022-04-16,2024-01-01,900.9,3,12.8,0,Desktop,Crypto,True,Fast delivery.,WELCOME50
CUST_00525,0,63,Male,East,Divorced,48637.57,Silver,2021-07-21,2023-11-29,233.26,14,17.3,2,Mobile,COD,True,App crashes often.,
CUST_00526,0,40,Female,North,Single,69405.66,Gold,2020-11-02,2023-06-21,391.34,1,17.8,1,Mobile,Credit Card,True,Fast delivery.,
CUST_00527,0,47,Female,South,Unknown,54382.79,Gold,2022-08-12,2023-03-16,1012.06,1,20.4,1,Tablet,PayPal,False,nan,SUMMER20
CUST_00528,0,62,Female,South,Divorced,54277.05,Gold,2021-11-10,2023-03-12,2133.22,9,12.0,0,Tablet,Credit Card,False,Great service!,
CUST_00529,1,64,Male,North,Divorced,58458.73,Gold,2020-04-16,2023-01-20,761.19,2,10.3,2,Mobile,Crypto,False,Too expensive.,SAVE10
CUST_00530,1,40,Male,East,Unknown,28988.19,Silver,2022-08-19,2023-05-27,1423.4,7,13.5,1,Mobile,COD,True,Fast delivery.,
CUST_00531,1,66,Male,West,Unknown,31101.19,Bronze,2022-06-18,2023-08-30,1439.95,19,10.2,1,Tablet,Crypto,False,nan,
CUST_00532,1,64,Male,West,Unknown,71303.43,Silver,2020-05-17,2023-12-23,1091.7,6,17.8,2,Mobile,COD,False,App crashes often.,SAVE10
CUST_00533,0,37,Male,North,Single,44845.57,Bronze,2020-09-27,2023-03-13,282.15,11,9.2,3,Mobile,PayPal,False,Okay.,SAVE10
CUST_00534,0,35,Female,South,Single,53005.73,Gold,2020-04-28,2023-12-28,2015.82,18,26.7,1,Tablet,Credit Card,False,Okay.,SUMMER20
CUST_00535,1,35,Male,South,Divorced,79186.58,Platinum,2022-06-30,2023-08-29,573.19,14,21.5,1,Desktop,Crypto,False,Great service!,WELCOME50
CUST_00536,1,19,Female,West,Divorced,53681.99,Platinum,2020-04-19,2023-08-18,45.22,13,15.1,0,Mobile,PayPal,True,Okay.,
CUST_00537,0,21,Female,North,Married,51848.67,Platinum,2022-01-30,2023-11-12,280.52,15,19.3,2,Desktop,PayPal,True,App crashes often.,WELCOME50
CUST_00538,0,47,Female,West,Single,68441.16,Bronze,2021-07-20,2023-01-03,1450.51,13,6.8,1,Desktop,Credit Card,True,Loved the product.,SUMMER20
CUST_00539,0,50,Male,East,Divorced,46026.03,Gold,2020-06-08,2023-02-10,71.64,2,27.6,1,Mobile,Crypto,True,Loved the product.,SAVE10
CUST_00540,1,53,Female,East,Unknown,73043.94,Silver,2020-10-05,2023-01-10,159.42,17,12.0,1,Desktop,Credit Card,True,Too expensive.,SAVE10
CUST_00541,0,35,Female,North,Unknown,68133.37,Platinum,2020-10-15,2023-05-12,1184.91,21,14.4,2,Tablet,Credit Card,False,Worst experience ever.,SAVE10
CUST_00542,0,54,Male,North,Single,82455.0,Bronze,2021-09-11,2023-04-21,2231.2,5,5.7,0,Mobile,COD,False,Too expensive.,SUMMER20
CUST_00543,0,36,Male,East,Unknown,44644.85,Platinum,2020-08-03,2023-03-18,1004.39,16,17.4,2,Mobile,COD,True,Okay.,
CUST_00544,0,64,Female,South,Married,75504.62,Silver,2022-01-04,2023-10-08,251.4,22,9.5,3,Desktop,Credit Card,False,Great service!,SUMMER20
CUST_00545,0,45,Male,North,Divorced,63311.38,Gold,2020-12-17,2023-11-08,54.89,13,15.5,0,Mobile,COD,True,Okay.,SAVE10
CUST_00546,0,57,Male,East,Divorced,35119.5,Silver,2020-07-27,2023-09-28,954.84,13,12.3,1,Mobile,Crypto,True,Loved the product.,
CUST_00547,0,37,Male,East,Divorced,16057.35,Gold,2021-12-04,2023-08-05,48.56,19,9.6,0,Desktop,COD,False,nan,SAVE10
CUST_00548,0,66,Male,South,Single,43029.6,Gold,2021-10-11,2023-02-26,948.61,12,11.0,1,Desktop,PayPal,True,Fast delivery.,SAVE10
CUST_00549,0,50,Female,South,Unknown,59385.22,Gold,2022-05-23,2023-05-28,255.64,2,16.1,3,Mobile,Credit Card,False,Loved the product.,SUMMER20
CUST_00550,0,29,Male,South,Married,61560.22,Platinum,2020-09-27,2023-05-02,2350.26,12,8.6,0,Mobile,Credit Card,True,Worst experience ever.,SUMMER20
CUST_00551,1,68,Female,South,Single,54113.78,Silver,2021-06-01,2023-06-04,644.53,23,11.3,1,Tablet,Crypto,False,Too expensive.,WELCOME50
CUST_00552,0,32,Female,West,Divorced,54248.06,Platinum,2021-05-15,2023-03-04,253.52,1,18.3,2,Tablet,Credit Card,False,App crashes often.,SAVE10
CUST_00553,0,58,Female,South,Married,53110.1,Silver,2020-09-14,2023-01-25,1918.31,8,28.0,0,Mobile,COD,False,Okay.,
CUST_00554,1,56,Female,West,Divorced,70468.26,Bronze,2022-07-16,2023-05-03,293.08,12,17.4,1,Mobile,PayPal,False,Great service!,SAVE10
CUST_00555,0,19,Female,North,Divorced,33455.65,Bronze,2022-07-18,2023-08-03,366.15,7,10.4,0,Tablet,Credit Card,False,Worst experience ever.,
CUST_00556,0,46,Male,East,Single,59024.35,Silver,2022-05-16,2023-11-24,1797.44,15,13.2,2,Desktop,COD,False,Loved the product.,WELCOME50
CUST_00557,0,58,Female,West,Divorced,42658.73,Silver,2020-02-22,2023-11-15,369.31,23,15.2,0,Mobile,PayPal,True,Fast delivery.,SAVE10
CUST_00558,0,27,Female,North,Married,41401.88,Silver,2020-04-04,2023-08-23,527.91,2,13.3,0,Tablet,Credit Card,True,Worst experience ever.,
CUST_00559,0,19,Female,North,Divorced,72643.46,Silver,2021-10-11,2023-02-02,427.2,12,19.5,0,Tablet,Credit Card,False,nan,
CUST_00560,0,68,Female,West,Unknown,40251.05,Gold,2021-03-09,2023-02-26,123.75,3,16.1,0,Mobile,Credit Card,False,nan,WELCOME50
CUST_00561,0,28,Male,North,Divorced,52907.23,Platinum,2022-04-29,2023-09-13,39.67,17,19.5,0,Mobile,PayPal,True,Fast delivery.,SUMMER20
CUST_00562,0,30,Male,North,Single,84377.48,Gold,2020-10-10,2023-11-02,1289.32,1,13.4,2,Tablet,Credit Card,True,Fast delivery.,WELCOME50
CUST_00563,0,27,Female,West,Married,67571.15,Platinum,2020-02-15,2023-10-02,1036.02,19,21.6,0,Mobile,Credit Card,True,Great service!,
CUST_00564,0,31,Male,North,Single,48175.45,Platinum,2020-01-04,2023-01-09,331.8,21,14.2,3,Desktop,COD,True,nan,WELCOME50
CUST_00565,0,35,Female,South,Unknown,49414.4,Platinum,2020-12-07,2023-11-20,350.41,20,10.1,0,Mobile,COD,True,Fast delivery.,SUMMER20
CUST_00566,0,68,Male,South,Divorced,36591.96,Gold,2022-02-28,2023-09-21,2900.53,14,25.9,1,Tablet,COD,False,Fast delivery.,SAVE10
CUST_00567,0,26,Male,East,Single,74509.68,Silver,2020-05-13,2023-10-22,4395.81,16,5.9,1,Tablet,COD,True,nan,WELCOME50
CUST_00568,1,56,Male,North,Single,70170.28,Gold,2021-10-14,2023-05-04,641.38,9,11.3,0,Mobile,Credit Card,True,Loved the product.,WELCOME50
CUST_00569,0,45,Male,East,Single,65299.03,Gold,2020-09-25,2023-03-15,1621.77,0,11.9,1,Tablet,PayPal,True,Great service!,SAVE10
CUST_00570,0,20,Female,South,Single,66952.49,Platinum,2020-06-14,2023-05-30,1334.41,5,27.5,1,Desktop,Credit Card,False,nan,WELCOME50
CUST_00571,0,37,Male,South,Unknown,43382.13,Bronze,2022-01-29,2023-08-08,352.85,2,24.0,1,Mobile,Crypto,True,nan,SUMMER20
CUST_00572,0,23,nan,South,Unknown,31781.31,Bronze,2021-03-28,2023-01-01,60.35,18,22.5,0,Mobile,PayPal,True,App crashes often.,
CUST_00573,0,44,Female,North,Divorced,63408.11,Gold,2021-07-18,2023-11-11,153.8,6,13.3,1,Tablet,Crypto,False,nan,WELCOME50
CUST_00574,1,19,Male,North,Divorced,68328.37,Platinum,2021-12-23,2023-06-30,1821.98,12,27.1,2,Desktop,Credit Card,False,App crashes often.,SAVE10
CUST_00575,1,46,Female,South,Married,79105.7,Gold,2021-03-13,2023-05-04,1313.84,12,16.8,0,Mobile,PayPal,True,Fast delivery.,SAVE10
CUST_00576,0,55,Female,East,Unknown,51986.65,Gold,2021-07-28,2023-10-20,1091.64,16,19.9,1,Tablet,PayPal,False,Worst experience ever.,WELCOME50
CUST_00577,1,20,Female,East,Single,49798.73,Silver,2020-01-10,2023-08-02,140.01,0,15.9,0,Mobile,COD,True,nan,SAVE10
CUST_00578,0,33,Male,West,Single,51411.1,Platinum,2020-04-24,2023-04-06,1021.46,13,14.8,1,Desktop,Credit Card,True,Too expensive.,
CUST_00579,0,47,Female,South,Married,65061.16,Bronze,2020-03-18,2023-12-07,1479.08,2,13.7,0,Tablet,Crypto,False,Great service!,
CUST_00580,0,57,Female,East,Single,50768.66,Bronze,2022-08-25,2023-12-09,1970.42,13,14.0,1,Mobile,PayPal,True,Okay.,SAVE10
CUST_00581,1,19,Male,South,Married,54216.41,Bronze,2022-06-23,2023-02-13,13.32,23,18.0,0,Tablet,PayPal,False,Too expensive.,WELCOME50
CUST_00582,0,34,Male,East,Divorced,67465.79,Gold,2021-12-08,2023-09-26,1153.52,0,16.8,0,Tablet,COD,False,Great service!,WELCOME50
CUST_00583,0,58,Female,West,Unknown,45612.46,Platinum,2022-07-14,2023-07-04,19.28,15,14.8,2,Desktop,PayPal,False,Great service!,SAVE10
CUST_00584,0,29,Male,West,Married,75867.31,Silver,2020-06-01,2023-02-04,1227.15,9,22.5,0,Desktop,COD,False,Loved the product.,
CUST_00585,0,52,Female,South,Single,64496.34,Bronze,2021-07-12,2023-09-27,1009.56,12,0.2,2,Mobile,PayPal,True,nan,
CUST_00586,0,60,Male,East,Married,27135.69,Platinum,2020-02-06,2023-10-06,160.58,3,17.5,1,Tablet,PayPal,True,Fast delivery.,WELCOME50
CUST_00587,0,18,Female,North,Divorced,47269.69,Bronze,2022-05-04,2023-09-17,1452.95,8,18.6,0,Tablet,Credit Card,True,Loved the product.,
CUST_00588,0,62,Female,West,Single,24634.85,Silver,2021-01-13,2023-09-17,70.8,13,20.7,0,Tablet,PayPal,False,nan,SUMMER20
CUST_00589,0,32,Male,South,Divorced,52049.81,Platinum,2021-08-19,2023-10-11,1750.99,3,14.7,1,Mobile,COD,True,Worst experience ever.,
CUST_00590,0,43,Male,South,Divorced,47525.33,Gold,2021-07-19,2023-01-11,303.72,9,16.0,3,Desktop,COD,False,Okay.,WELCOME50
CUST_00591,0,54,Female,East,Married,67522.82,Gold,2020-05-31,2023-07-19,1167.49,7,19.9,0,Desktop,COD,True,Too expensive.,
CUST_00592,0,38,Female,South,Divorced,41784.72,Bronze,2021-03-16,2023-08-29,2572.94,22,22.5,3,Tablet,Crypto,False,Too expensive.,
CUST_00593,0,66,Female,West,Single,60816.03,Bronze,2020-05-10,2023-01-23,415.25,2,13.5,0,Mobile,PayPal,True,App crashes often.,SAVE10
CUST_00594,1,48,Male,South,Divorced,63532.71,Platinum,2020-02-12,2023-11-22,698.95,22,16.3,1,Tablet,Credit Card,True,Worst experience ever.,SUMMER20
CUST_00595,0,42,Male,South,Divorced,58857.92,Silver,2020-11-11,2023-07-18,621.98,6,23.4,1,Desktop,Credit Card,False,Okay.,SAVE10
CUST_00596,0,40,Male,North,Married,72101.85,Bronze,2021-01-08,2023-07-11,171.51,9,4.4,0,Tablet,Crypto,True,Worst experience ever.,
CUST_00597,0,41,Female,North,Divorced,86024.33,Platinum,2022-07-09,2023-05-10,892.36,2,11.5,0,Tablet,PayPal,False,nan,
CUST_00598,0,55,Male,West,Unknown,56679.13,Silver,2022-08-13,2023-01-09,1358.69,1,22.3,0,Tablet,COD,False,Loved the product.,SAVE10
CUST_00599,0,45,Male,East,Married,61077.69,Bronze,2022-03-26,2023-07-02,2487.41,14,20.5,0,Desktop,Crypto,True,nan,SUMMER20
CUST_00600,0,38,Female,North,Married,41795.85,Bronze,2022-09-22,2023-02-04,1902.49,8,17.6,1,Mobile,Crypto,True,Loved the product.,WELCOME50
CUST_00601,0,60,Female,East,Single,39707.15,Platinum,2022-05-31,2023-06-26,713.39,14,12.8,0,Tablet,COD,True,Worst experience ever.,SAVE10
CUST_00602,0,35,Male,West,Single,70507.44,Bronze,2020-02-10,2023-05-04,1269.46,16,10.6,2,Desktop,Crypto,False,Loved the product.,
CUST_00603,0,53,Male,North,Single,68522.88,Gold,2022-07-09,2023-12-03,1613.36,6,12.0,2,Tablet,Crypto,False,App crashes often.,
CUST_00604,0,52,Female,East,Single,39555.7,Silver,2021-01-01,2023-11-18,680.21,19,22.7,1,Mobile,COD,False,nan,WELCOME50
CUST_00605,0,62,Female,North,Unknown,35376.69,Silver,2020-08-03,2023-02-23,122.65,17,11.9,0,Tablet,PayPal,False,Okay.,
CUST_00606,0,26,Male,West,Married,45268.95,Gold,2021-11-29,2023-10-25,576.13,14,15.5,3,Mobile,Credit Card,False,Okay.,
CUST_00607,0,55,Female,West,Divorced,52879.33,Platinum,2020-09-12,2023-06-20,1848.19,17,11.2,0,Desktop,Credit Card,False,Loved the product.,WELCOME50
CUST_00608,0,47,Female,North,Single,48863.1,Gold,2021-11-13,2023-03-10,907.93,23,19.2,2,Mobile,COD,False,Loved the product.,
CUST_00609,0,61,Male,East,Single,57407.72,Gold,2020-04-15,2023-01-23,1289.02,22,12.3,1,Mobile,COD,False,Okay.,
CUST_00610,0,51,Male,South,Single,68755.94,Silver,2020-12-28,2023-06-30,204.9,11,14.5,0,Desktop,PayPal,False,Worst experience ever.,SUMMER20
CUST_00611,0,49,Female,South,Divorced,61931.57,Platinum,2022-03-09,2023-10-07,3333.66,22,6.6,1,Mobile,Crypto,True,Okay.,SAVE10
CUST_00612,0,20,Female,North,Single,63041.81,Bronze,2021-07-27,2023-06-23,517.65,20,6.9,0,Mobile,PayPal,False,Worst experience ever.,SUMMER20
CUST_00613,0,20,Male,East,Divorced,18226.95,Gold,2022-06-24,2023-11-26,1060.26,7,15.0,0,Desktop,Crypto,False,Loved the product.,SUMMER20
